sentimen,tweet,_exclaim,_question,_upper_rt,tweet_pp
netral,'Saya pilih jokowi karena saya pingin indonesia maju.  'Saya tidak pilih prabowo krna saya tdk ikhlas uang pajak tiap thn yg saya bayar untuk para koruptor diksh pensiunan.,0,0,0.011627906976744186,pilih pengin indonesia maju tidak pilih prabowo krna tdk ikhlas uang pajak thn bayar koruptor dikasih pensiunan
netral,"Fyi gaes...Menterinya aja berprestasi, apalagi pemimpinnya. Bisa dikatakan, era @jokowi lah dimana sejumlah menterinya banyak meraih penghargaan.Â  https://bit.ly/2IpbIDdÂ Â #PilihOrangBaikÂ #PilihJelasIslamnyaÂ #PilihBajuPutih",0,0,0.0881057268722467,fyi gaesmenterinya berprestasi pemimpinnya era dimana menterinya meraih penghargaan
negatif,"Yg dikritik infrastruktur karena pembiayaan ke China tapi mencontoh kemandirian china yg berhasil, pasti tdk nyambung juga ya pak seperti koalisi dgn Demokrat tapi mengkritik kegagalan ekonomi karena kesalahan pemimpin sebelumnya",0,0,0.013100436681222707,dikritik infrastruktur pembiayaan china mencontoh kemandirian china berhasil tdk menyambung ya koalisi dgn demokrat mengkritik kegagalan kesalahan pemimpin
positif,"Dengan mencoblos prabowo sandi anda telah beramal selama 5 tahun karena gaji prabowo sandi disumbang untuk dhuafa, anak yatim, dll #UASdifitnahKejiBalasDiTPS pic.twitter.com/aoZydw6bu0",0,0,0.059782608695652176,mencolok prabowo sandi gaji prabowo sandi sumbang dhuafa anak yatim dll uasdifitnahkejibalasditps
positif,Presiden Jokowi dan Raja Salman bin Abdulaziz al-Saud melakukan pertemuan bilateral. Keduanya sepakat akan meningkatkan kerja sama di bidang ekonomi.  https://news.detik.com/berita/d-4510595/menlu-retno-ri-saudi-tingatkan-kerjasama-di-sektor-energi-dan-pariwisata?utm_term=echoboxauto&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikcom&utm_source=Twitter#Echobox=1555270554Â â€¦,0,1,0.02564102564102564,presiden raja salman bin abdulaziz alsaud pertemuan bilateral sepakat meningkatkan kerja bidang
positif,"Jokowi bangunkan SPBU pertama setelag 71 tahun di Kabupaten Puncak Jaya Papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.   http://beritahati.com/berita/38106/Warga-Puncak-Papua-Era-Jokowi-harga-BBM-di-Papua-sama-dengan-pulau-JawaÂ â€¦  Tanggal 17 April #PilihOrangBaik terus #PilihJelasIslamnya dan menggandeng ulama dan pasti",0,0,0.08187134502923976,membangunkan spbu kabupaten puncak jaya papua harga ribuliter liter tanggal april terus menggandeng ulama
positif,"Fyi gaes...Jokowi bangunkan SPBU pertama setelag 71 tahun di Kabupaten Puncak Jaya Papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.Â  http://beritahati.com/berita/38106/Warga-Puncak-Papua-Era-Jokowi-harga-BBM-di-Papua-sama-dengan-pulau-JawaÂ â€¦Â #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih",0,0,0.10191082802547771,fyi gaesjokowi membangunkan spbu kabupaten puncak jaya papua harga ribuliter liter
negatif,"Kalau yg difitnah ulama oposisi @DivHumas_Polri @CCICPolri diam walau mereka digaji uang negara, coba pro @jokowi langsung gaspol. Tolong pak @prabowo setelah terpilih buang semua petinggi polri era tito ke pedalaman, ganti yg baik  https://twitter.com/rmol_id/status/1117457492995231745Â â€¦",0,0,0.03767123287671233,difitnah ulama oposisi divhumaspolri ccicpolri diam digaji uang negara coba pro langsung parpol tolong prabowo terpilih buang petinggi polri era tito pedalaman ganti baik
netral,"Pada debat kemarin, katanya anda berdua @prabowo @sandiuno tidak akan ambil gaji bila kelak terpilih menjadi presiden wakil presiden, atas dasar apa kiranya tidak mengambil hak anda itu? Terimakasih.",0,1,0.010050251256281407,debat kemarin berdua prabowo sandiuno tidak ambil gaji kelak terpilih presiden wakil presiden dasar tidak mengambil hak ? terimakasih
netral,Pemerintah @jokowi juga menyebut masa depan ekonomi Indonesia Di tangan anak-anak muda kreatif.  https://bit.ly/2UAuzkRÂ  #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih,0,0,0.09248554913294797,pemerintah menyebut indonesia tangan anakanak muda kreatif
negatif,"Ga laku semuan pernyataan mu mas, masyarakat sudah cerdas, kami sudah muak atas ketidak adilan, ketidak pastian hukum, ketidakpastian ekonomi orang kecil. anti kritik dan pembatasan kebebasan berpendapat ! Semoga allah memberikan hidayah kepada kita semua. Kami ingin perubahan.",1,0,0.01079136690647482,laku pernyataan mas masyarakat cerdas muak ketidak pengadilan ketidak pastikan hukum ketidakpastian orang anti kritik pembatasan kebebasan berpendapat semoga allah hidayah perubahan
positif,Yang terpenting itu prabowo dan sandi berkomitmen untuk menurunkan harga listrik 900 w udah gitu aja... Kok kalian pendukung si jae yang ga setuju.. Kami pendukung prabowo sandi setuju aja kok.. Dan semoga pak prabowo adalah pemimpin yang tepati janji kampanye.. Ga kayak si jae,0,0,0.017985611510791366,terpenting prabowo sandi berkomitmen menurunkan harga listrik gue gitu pendukung sih jae setuju pendukung prabowo sandi setuju semoga prabowo pemimpin ditempati janji kampanye kayak sih jae
netral,Menurut Jokowi warga di Papua juga berhak merasakan harga BBM yang sama seperti di pulau jawa. #JkwAminHAMTerjamin #01ndonesiaMaju,0,0,0.1,warga papua berhak merasakan harga bbm pulau jawa jkwaminhamterjamin ndonesiamaju
netral,Ingin skill anak bangsa dihargai di negara sendiri?   17 April : âˆš Tusuk Prabowo Sandi !   #UASdifitnahKejiBalasDiTPS https://twitter.com/tuanmarajo/status/1117499727497424896Â â€¦,1,1,0.08241758241758242,skill anak bangsa dihargai negara ? april tusuk prabowo sandi uasdifitnahkejibalasditps
netral,"Jalan tol trans Sumatera bukan Melanjutkan tapi pak Jokowi yg mulai duluan.  Ekonomi kita berkembang 5% dalam setahun, disaat ekonomi negara lain tidak berkembang bahkan minus.  Rupiah sekarang 14.300, stabil sejak zaman SBY.  Inflasi di setiap negara pasti ada. Apa lagi?",0,1,0.04044117647058824,jalan tol trans sumatera bukan melanjutkan duluan berkembang setahun disaat negara tidak berkembang minus rupiah stabil zaman sby inflasi negara ?
netral,"mau tanya impact buat negara kek gimana? kalo gamers ini difasilitasi, bisa bikin negara lain mandang gamers indo hebat. bisa tuh diadain penyelenggaraan game internasional di indo, impact apa? sponsor banyak, kunjungan wisatawan meningkat. ekonomi sekitar bisa maju.",0,2,0.0,negara kek gimana ? kalo pamer difasilitasi bikin negara pemandangan pamer indo hebat tuh dijadiin penyelenggaraan game internasional indo ? sponsor kunjungan wisatawan meningkat maju
netral,Subsidi yg tepat sasaran itu baik semua pasti setuju. Tapi kalau bicara daya beli masyarakat melemah sesaui dgn topik ekonomi yg kita bahas apa pd tdk setuju?,0,1,0.012658227848101266,subsidi sasaran baik setuju bicara daya beli masyarakat melemah dgn topik bahas percaya tdk setuju ?
netral,"bisa, psimis amat si jd orang. dr pecinta game lu bisa jadi developer game, nyerap tenage kerja? iyalah. dr game lu bisa jualan printilan2 yg dibutuhin misal diamond mobilegend. apa2 tuh dibangun pelan2 dr bawah. bukan langsung tanya bisa ngubah ekonomi makro ato gak.",0,1,0.0,pesimis sih orang pecinta game lu developer game menyerap kerja ? iyalah game lu jualan printilan dibutuhkan diamond mobilegend tuh dibangun pelan bukan langsung mengubah makaroni
netral,"Kalo dari Lampung ke Aceh makan waktu 4 hari 4 Malam pake jalan umum. Kalau pake tol 1 hari. Bensin irit, barang cepat sampai, transport Bahan pangan jadi murah. Harga bahan pokok murah. Terus yang bikin harga bahan pokok naik dimana?",0,1,0.038461538461538464,kalo lampung aceh makan malam pakai jalan pakai tol bensin irit barang cepat transport bahan pangan murah harga bahan pokok murah terus bikin harga bahan pokok dimana ?
negatif,"Dolar udh lama turun tong, kalo ga ngerti ekonomi jgn sok bicara ekonomi. Belajar ekonomi dulu sana.",0,0,0.02,dolar udh turun tong kalo mengerti jgn sok bicara belajar
netral,"Setelah melihat dirut PAM dan JAkpro diisi dgn org2 Pak Sandi, pemenang tender penyedia susu dr perusahaan Pak Prabowo,  belum lagi yang lain2 yang belum terungkap. Apalah arti uang recehan gaji pokok jadi pejabat publik, mending buat pencitraan aja tidak usah diambil.",0,0,0.040892193308550186,dirut paham jakpro diisi dgn org sandi pemenang tender penyedia susu perusahaan prabowo belum belum terungkap apalah arti uang recehan gaji pokok pejabat publik mending pencitraan tidak diambil
negatif,"Kalo masalahnya bayar, jalan biasa pun tetep bayar lho walau secara nda langsung lewat pajak. Kalo gabayar darimana duit perawatannya?",0,1,0.014925373134328358,kalo bayar jalan bayar lho indak langsung pajak kalo bayar darimana duit perbuatannya ?
netral,emang terbukti sandi jadi gubernur gak di ambil gajinya,0,0,0.0,terbukti sandi gubernur ambil gajinya
netral,"Pertemuan Jokowi dengan Menlu Thailand mendorong keterlibatan ASEAN untuk membantu Myanmar dalam penyelesaian konflik Rohingya. Selain itu, secara khusus Jokowi menyampaikan satu isu terkait dengan harga karet dunia #2019JokowiKyaiMaruf  https://twitter.com/Tagar_Nusantara/status/1106141449890889728/video/1Â â€¦",0,0,0.06070287539936102,pertemuan menlu thailand mendorong keterlibatan asean membantu myanmar penyelesaian konflik rohingya khusus isu terkait harga karet dunia jokowikyaimaruf
netral,Presiden Jokowi dan Raja Salman Sepakat Tingkatkan Kerja Sama Ekonomi [News].  https://news.okezone.com/read/2019/04/14/337/2043470/presiden-jokowi-dan-raja-salman-sepakat-tingkatkan-kerja-sama-ekonomi-news-Â â€¦,0,0,0.05188679245283019,presiden raja salman sepakat tingkatkan kerja news
netral,Presiden Jokowi Gelar Pertemuan Dengan Raja Salman Bahas Kerja Sama Ekonomi  https://www.bhayangkaranews.co.id/internasional/presiden-jokowi-gelar-pertemuan-dengan-raja-salman-bahas-kerja-sama-ekonomi-20190415/Â â€¦,0,0,0.05581395348837209,presiden gelar pertemuan raja salman bahas kerja
positif,"Infrastruktur itu penting untuk perekonomian dan pemerataan,tapi ingat membangun itu semua tidaklah gratis,semua dibangun melalui hutang dan dibayar melalui pajak ke rakyat,.jagalah amanah rakyat jika terpilih kembali dan jangan kamu menghianati demokrasi,.sehat selalu presidenku",0,0,0.0035714285714285713,infrastruktur perekonomian pemerataantapi membangun gratissemua dibangun hutang dibayar pajak rakyatjagalah amanah rakyat terpilih jangan mengkhianati demokrasisehat presiden
negatif,"Litah tk bertulng,owo bilng mndiri di kaki sndiri,tpi bljr dri cina,,pjk di hpus ,yg gji elit dn exsekutif siapa,,klo cuma omng sembako murh,listrik murh,jokowi juga bisa ,tpi negara ambruk,murah setahun 2 thun negara nombok trus naik lgi harga2",0,0,0.004081632653061225,lihatlah bertulngowo bilang mendirikan kaki sndiritpi belajar dri cinapjk dihapus gaji elit eksekutif mengomong sembako murhlistrik murhjokowi tpi negara ambrukmurah setahun negara nomor terus lgi harga
positif,Perubahan segalanya...yg paling utama keadilan sosial bagi seluruh Rakyat indonesia..khususnya HARGA SEMBAKO murah ..,0,0,0.11965811965811966,perubahan utama keadilan sosial rakyat indonesiakhususnya harga sembako murah
positif,Yusuf Mansur menilai Ma'ruf Amin sebagai sosok yang ideal untuk mendampingi Jokowi maju dalam pemilihan presiden (pilpres) 2019. Pasangan ini diharapkan nantinya mampu mendongkrak ekonomi syariah.   #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih,0,0,0.06,yusuf mansur menilai maruf amin sosok ideal mendampingi maju pemilihan presiden pilpres pasangan diharapkan mendongkrak syariah
negatif,"Gw bertanding apa sampe kalah?  Gubernur Indonesia Anies B? Wina ini jauh melompat, pakar ekonomi/kelola keuangan tp harga pada naik, ekonomi masy tak meningkat. Trus ajakannya cuma bisa suruh ikat pinggang yg kencang dan sabar.  Sorry yg terbiasa di jalan tak kenal sensi.",0,2,0.029304029304029304,gue bertanding kalah ? gubernur indonesia anies berdua ? wina melompat pakar ekonomikelola keuangan harga manusia meningkat terus alasannya suruh ikat pinggang kencang sabar sorry terbiasa jalan kenal sensasi
positif,"Pernyataan penutup yg gemilang... Cukup satu kartu,  tidak akan mengambil gaji,  dan 13 kali ke TPS (Tusuk Prabowo Sandi).. Ditambah lg Pak Prabowo yg mengatakan dana desa adlh atas inisiatif beliau saat menjabat sebgai ketua HKTI tanpa perlu dipolitisasi..",0,0,0.058365758754863814,pernyataan penutup cemilan kartu tidak mengambil gaji kali tps tusuk prabowo sandi ditambah prabowo dana desa inisiatif beliau menjabat ketua politisasi
negatif,Sah gundulmu itu jokowi dalam rangka memperkuat hubungan ekonomi dengan arab. Kalo ada kecurangan ya lapor dong ke bawaslu. Anggota bawaslu dipilih dan di seleksi di dpr yang di dpr sendiri terdiri dari berbagai partai termasuk partai pengusung oposisi.,0,0,0.011857707509881422,sah gundul rangka memperkuat hubungan arab kalo kecurangan ya lapor bawaslu anggota bawaslu dipilih seleksi dpr dpr partai partai pengusung oposisi
netral,"@jokowi @mohmahfudmd @SBYudhoyono @setkabgoid  Salam kebangsaan NKRI DAN PANCASILA HARGA MATI UTK Sabang sampai Maroke, saya bukan org politik tetapi penonton politik,pendapat sya demokrasi pilih presiden lÃ ngsung oleh rakyat sangat tepat,tetapi dari sis",0,0,0.13725490196078433,mohmahfudmd yudhoyono setkabgoid salam kebangsaan nkri pancasila harga mati utk sabang make bukan org politik penonton politikpendapat sya demokrasi pilih presiden lngsung rakyat tepattetapi sis
positif,Mau harga harga murah pilih prabowo sandi mau hrga listrik murah pilih prabowo sandi mau lowongan kerja pilih prabowo sandi mau hentikan impor saat panen pilih prabowo sandi pokonya @prabowo @sandiuno  yesss yessss,0,0,0.004672897196261682,harga harga murah pilih prabowo sandi harga listrik murah pilih prabowo sandi lowongan kerja pilih prabowo sandi hentikan impor panen pilih prabowo sandi pokoknya prabowo sandiuno yes yes
positif,Liat video ini netes juga air mata. Kita doakan semoga @prabowo @sandiuno MENANG agar nasib ekonomi para ojol bisa lebih baik lagi aaminnnn ðŸ™,0,0,0.0625,lihat video menetes air mata doakan semoga prabowo sandiuno menang nasib ojol baik memahami
negatif,"Digital"" itu penting, tp swasembada pangan, harga pangan murah itu jauh lebih dibutuhkan masyarakat.  Dasar gak tau prioritas. Kayak gtu minta 2 periode.",0,0,0.0196078431372549,digital swasembada pangan harga pangan murah dibutuhkan masyarakat dasar tau prioritas kayak gtu periode
netral,"Yah ngapain juga digaji, Kan udahhh kayaaa raya congggg ðŸ¤£ðŸ¤£ðŸ¤£  ,paling ngambil dikit aja, gakpapa katanya kalo cuma dikit. Hehe. Salam Dua Jari. Prabowo Sandi  https://twitter.com/detikcom/status/1117096753759686657Â â€¦",0,0,0.05286343612334802,yah digaji kayak raya cebong ngambil dikit apa-apa kalo dikit hehe salam jari prabowo sandi
negatif,"Muslim kaffahnya, termasuk gaji karyawannya gak dibayar jg itu to, ngemplang pajak PANAMA papers jgn lupa, Indonesia bubar maju jalanðŸ¤£ðŸ¤£ðŸ¤£ Jd ingat lucinta Luna, suka batangan.. yg homo siapa, ingaaaatðŸ¤£ðŸ¤£ðŸ¤£",0,0,0.07272727272727272,muslim kalahnya gaji karyawannya dibayar ngemplang pajak panorama capres jgn lupa indonesia bubar maju jalan cinta luna suka batangan homo
negatif,"kedaulatan negara ditentukan oleh kedaulatan ekonomi dan kesejahteraan. Kita tak berdaulat secara ekonomi,  karena salah kelola di rezim orba.  JOKOWI lagi membenahi dari dasar PONDASI EKONOMI.   Analisanya kok begini?",0,1,0.10091743119266056,kedaulatan negara ditentukan kedaulatan kesejahteraan berdaulat salah kelola rezim orba membenahi dasar pondasi analisanya ?
netral,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Berbagai pencapaian telah berhasil tercapai. Khususnya pertumbuhan ekonomi di era pemerintahan pak @jokowi -JK, sangat jauh meningkat.   https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦]",0,1,0.07563025210084033,pencapaian berhasil tercapai pertumbuhan era pemerintahan meningkat
netral,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Berbagai pencapaian telah berhasil tercapai. Khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -JK, sangat jauh meningkat. Coblos 01 JUARA   https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦]",0,1,0.09561752988047809,pencapaian berhasil tercapai pertumbuhan era pemerintahan meningkat coblos juara
negatif,"Iya isi dompet gue kaya ekonomi Indonesia, kalo kata Pak @prabowo salah jalan.  Makanya sekarang dompet udah gue pasangin kompas. Belum pake gps, masih ngumpulin modalnya dulu.",0,0,0.028409090909090908,iya isi dompet gue kayak indonesia kalo prabowo salah jalan dompet gue pasangan kompas belum pakai gps ngumpulin modalnya
positif,Pak Prabowo concern  benahi tata kelola negara..  pertahanan negara  hingga harga diri bangsa  di mata dunia  Bang Sandi fokus  garap kekuatan ekonomi sinergikan pemerintah dan  power rakyatnya  para ulama 212 fokus garap  iman dan akidah juga akhlaq umat  #Ruh212 #MCAHacktivis,0,0,0.03237410071942446,prabowo concern benahi tata kelola negara pertahanan negara harga bangsa mata dunia bang sandi fokus garap kekuatan sinergikan pemerintah power rakyatnya ulama fokus garap iman akibat ikhlas umat rumah mcahacktivis
negatif,Pemahaman tata negara. Pemahaman akan peraturan. Pemahaman akan kebijakan ekonomi. Pemahaman kalau kursi mentri hrs diisi org2 yg kompeten (walau tidak tepat 100%..)  Ketimbang prabowo.. belum apa2 sudah bagi2 jatah kursi menteri untuk parpol2 pendukungnya.,0,0,0.019455252918287938,pemahaman tata negara pemahaman peraturan pemahaman kebijakan pemahaman kursi mentri hrs diisi org kompeten tidak ketimbang prabowo belum jatah kursi menteri parpol pendukungnya
negatif,"Yg diserang ekonomi makro woooyyy!!! Lu liat,pengangkut sembako,dulu belum ada tol,dia dijalan mikir jam!! Sekarang,tinggal bayar,waktu terganti. Gw pelakunya!!",7,0,0.025,diserang makaroni woy lu liatpengangkut sembakodulu belum polda dijalan mikir jam sekarangtinggal bayarwaktu tergantikan gue pelakunya
netral,"Gileee... Ratusan juta mata menonton menyaksikan sebuah pengakuan yg cukup berani dan jujur,  bhw kebijakan ekonomi itu bkn salah pak jokowi, tp slh orang satu koalosinya, makanya prabowo dan sandi berpelukan erat,, pertanda mrk tdk akan bersama lg utk bericara didpn umum.",0,0,0.007326007326007326,gila ratusan juta mata menonton menyaksikan pengakuan berani jujur bhw kebijakan bkn salah salah orang koalisinya prabowo sandi berpelukan erat pertanda mrk tdk utk berbicara didepan
negatif,Udah gagal minta 2 priode. Saat debat bukan fokus ekonomi malah bahas games mobile legend dll. GAK BERFAEDAH.  yai pun menanyakan harta kekayaan prabowo apa urusan dngan negara dan gak fokus soal kebangsaan.  HARUS LENGSER,0,0,0.11711711711711711,gagal periode debat bukan fokus bahas games mobile legend dll berfaedah yai harta kekayaan prabowo urusan negara fokus kebangsaan lengser
netral,"Gelar pertemuan bilateral, Presiden Jokowi dan Raja Salman sepakat ke depan, kerja sama ekonomi akan terus ditingkatkan terutama di bidang energi dan pariwisata.  pic.twitter.com/Ro2jLYPeeL",0,0,0.05291005291005291,gelar pertemuan bilateral presiden raja salman sepakat kerja terus ditingkatkan bidang energi pariwisata
negatif,"Semua sudah ada NJOP nya,jadi kalau ngeyel harga nya ditinggiin,ya itu salah yg minta lah!!!",3,0,0.05434782608695652,njop nyajadi ngeyel harga nya ditinggiinya salah
negatif,Kan katanya pak sandi lulusan amerika ipk nya 4 katanya jd khatam banget makro dan mikro ini.. Tapi kok kalah sama sarjana kehutanan.. Apakah p jokowi jurusan ekonomi kehutanan?,0,1,0.01694915254237288,sandi lulusan amerika ipk nya banget makaroni mikro kalah sarjana kehutanan jurusan kehutanan ?
netral,"Pak Prabowo ternyata memiliki jiwa sportif, bhw Kesalahan Kebijakan Ekonomi Indonesia terjadi puluhan tahun sblm Pak Jokowi berkuasa,cuma sayang Partai Koalisinya tdk suka bhk ada yg emosi dg kejujuran Pak Prabowo mengungkap fakta. Aneh...!",1,0,0.05416666666666667,prabowo memiliki jiwa sport bhw kesalahan kebijakan indonesia puluhan sblm berkuasacuma sayang partai koalisinya tdk suka emosi kejujuran prabowo mengungkap fakta aneh
negatif,"Salah arahnya Pembangunan Ekonomi Indonesia saat ini juga tak terlepas dari andil #presiden sebelum #Jokowi. ""Saya tidak menyalahkan Bapak. Ini kesalahan besar, kesalahan besar presiden-presiden sebelum Bapak. Kita...  https://media0.giphy.com/media/1esS6V0Us2JQCLIH4t/giphy.gifÂ â€¦",0,0,0.0706713780918728,salah arahnya pembangunan indonesia terlepas andil presiden tidak menyalahkan kesalahan kesalahan presidenpresiden
negatif,"Lalu harga tiket pesawat kapan diturunkan pak?,saya sangat brharap besar dlm aspek ini,trlbh dngan mahal ny harga tiket pswt terbang yg amat tinggi/mahal tarif biaya expdisi antar kota pun ikut melonjak naik",0,1,0.004830917874396135,harga tiket pesawat diturunkan ? berharap dlm aspek initrlbh mahal nya harga tiket pesawat terbang tinggimahal tarif biaya expresi kota melonjak
negatif,"Paling parah malaysia mba, bayangkan 2jt org hrs beetumpu di 3 tps,  apakah kita sebagai warga negara tdk blh kritik dan tdk blh marah kl liat para pelaksana swperti itu,  sedangkan mereka di gaji olh uang negara.",0,0,0.004694835680751174,parah malaysia mbak bayangkan juta org hrs beetumpu tps warga negara tdk kritik tdk marah lihat pelaksana gaji uang negara
netral,"Ya drpd mikirin yg kyk gtu mending mikirin hal yg mendasar dulu dong,ekonomi dll,lha klo ketagihan game online bikin malas sgl nya,di suruh wirid ke masjid malah nongkrong di warnet,bergayalah sesuai isi kantong",0,0,0.004739336492890996,ya drpd memikirkan kyk gtu mending memikirkan mendasar dongekonomi kalo ketagihan game online bikin malas menyadari suruh wirid masjid nongkrong warnetbergayalah sesuai isi kantong
negatif,"Kata die zaman jokowi ekonomi anjlok, tapi punya gadget sebanyak itu. Belum lagi bayar wifi. Terus dia bilang anjlok n serba mahal itu apa?",0,1,0.02158273381294964,die zaman anjlok gadget belum bayar wifi terus bilang anjlok serba mahal ?
netral,"Janji Tak Ambil Gaji jika Terpilih, Prabowo-Sandi Ikuti Jejak Para Presiden Terkenal Ini #UASdifitnahKejiDanBrutal #BeraniPilih02 #TusukPrabowoSandi #HoaxJkwMenangTotalDebat  http://bit.ly/2v9QUqhÂ ",0,0,0.16161616161616163,janji ambil gaji terpilih prabowosandi ikuti jejak presiden terkenal uasdifitnahkejidanbrutal beranipilih tusukprabowosandi hoaxjkwmenangtotaldebat
netral,Y memang lebih kecil. Tp pngetahuan tata kelola ekonomi negara jauh kelasnya,0,0,0.02631578947368421,nya pengetahuan tata kelola negara kelasnya
netral,prabowo sudah berbuat apa untuk rakyat kecil...?? sedang gaji karyawannya aja...belum dibayar sampai sekarang....heheheheee,0,2,0.0,prabowo berbuat rakyat ? ? gaji karyawannya ajabelum dibayar sekaranghehehehe
negatif,Akui kekurangan ya. Akui prabowo dulu kristen. Sekarang mualaf. Ibunya kristen. Hashim kristen. Gak bisa sholat. Wudhu gerakan salah. Gak bisa ngaji. Dipecat dari TNI. 1% dari elit bajingan.,0,0,0.06315789473684211,akui kekurangan ya akui prabowo kristen mualaf ibunya kristen hasil kristen sholat wudhu gerakan salah mengaji dipecat tni elit bajingan
netral,"Prabowo dan Sandi berniat ga ambil gaji kalo menjabat. Ini memang gayanya Donald Trump, dia memang gakmau digaji. Ya udah tajir mau gmn lagi",0,0,0.04285714285714286,prabowo sandi berniat ambil gaji kalo menjabat gayanya donald trump digaji ya tajir gmn
netral,"Di bawah perintah pak @jokowi bangunkan SPBU pertama setelag 71 tahun di Kabupaten Puncak Jaya Papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter. #PilihOrangBaik  http://beritahati.com/berita/38106/Warga-Puncak-Papua-Era-Jokowi-harga-BBM-di-Papua-sama-dengan-pulau-JawaÂ â€¦ #PilihJelasIslamnya #PilihBajuPutih",0,0,0.08950617283950617,perintah membangunkan spbu kabupaten puncak jaya papua harga ribuliter liter
netral,cc @erickthohir kekurangan danakah?  Atau tidak mau tau?  Atau apa? Plisss..Jangan dibiarkan pendukung Jokowi-Amin seolah tidak ada yang peduli. Hargai suara mereka.  https://twitter.com/B_54TR14_/status/1117466538414493696Â â€¦,0,3,0.04824561403508772,cocok erickthohir kekurangan ? tidak tau ? ? plisjangan dibiarkan pendukung jokowiamin tidak peduli hargai suara
netral,"Om Prabs kalo mau membangkitkan ekonomi, lepas dari hutang dunia, lepas dari cengkraman elite global, kuncinya satu, jangan pakai uang kertas, balik pakai emas, dan perak sebagai alat tukar. Sudah itu saja. Resiko melawan dunia kita hadapi bersama sebagai satu bangsa.",0,0,0.014925373134328358,opm pas kalo membangkitkan lepas hutang dunia lepas cengkraman elite global kuncinya jangan pakai uang kertas pakai emas perak alat tukar resiko melawan dunia hadapi bangsa
negatif,Gaji karyawan yang terkatung-katung apa kabar?,0,1,0.021739130434782608,gaji karyawan terkatungkatung kabar ?
negatif,"jokowi merakyat dibilang pencitraan. jokowi baik dibilang akting. jokowi sholat dicela, prabowo gak bisa sholat ngaji dan wudhu salah2 kalian gak mau melek. dari sini ajesih udeh ketaker sih ye otak kalian tu seberapa.  astaga -.-",0,0,0.0,merakyat dibilang pencitraan baik dibilang akting sholat dicelupkan prabowo sholat mengaji wudhu salah melek asih ketar sih otak astaga
netral,Presiden Jokowi dan Raja Salman akan Tingkatkan Kerja Sama Ekonomi  https://panrita.news/2019/04/15/presiden-jokowi-dan-raja-salman-akan-tingkatkan-kerjasama-ekonomi/Â â€¦,0,0,0.05263157894736842,presiden raja salman tingkatkan kerja
negatif,Sampah...  @KPU_ID yg Gajih km siapa?   @jokowi loe mau mnang dngn cara begini?   ðŸ˜“ðŸ˜“ðŸ˜“,0,2,0.10638297872340426,sampah kpu km ? loe menang ?
negatif,"Saiki PNS podo turu, lemes... Soale kerjoe benerÂ² diawasi... Mangkane nangis dukung prabowo ben iso turu gaji gede... Fakkk pahlawan minta jasa  https://twitter.com/toha_demokrat/status/1000534469478989824Â â€¦",0,0,0.04265402843601896,sadikin pns podo turun lemes soale kerja diawasi cangkang menangis dukung prabowo ben iso turun gaji gede fakta pahlawan jasa
positif,Turut mengembangkan ekonomi syariah sesuai dengan yang diamanatkanÂ Ma'ruf Amin. Aliansi Kiai Kampung Madura (Akma) siap menangkan Jokowi. #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih https://news.detik.com/berita/d-4390375/dapat-dukungan-kiai-madura-maruf-harap-elektabilitas-naik?_ga=2.165283322.474562531.1548204037-255565881.1548204037Â â€¦,0,1,0.05698005698005698,mengembangkan syariah sesuai diamanatkanmaruf amin aliansi kiai kampung madura maksimal menyenangkan
netral,"Lha itu artinya ekonomi anda baik"" saja ,,malah bisa pakai 12kg",0,0,0.015873015873015872,baik pakai kagak
negatif,"Rakyat ingin pekerjaan, pekerjanya diimpor dari China. Rakyat panen padi, berasnya impor. Rakyat ingin sembako murah, suruh tanam sendiri. Petani karet minta kenaikan harga, suruh tanam jengkol...  Jokowi mmg tau kemauan rakyat...   Ya Rabb, semoga otakku masih sehat.",0,0,0.029850746268656716,rakyat pekerjaan pekerjaannya diimpor china rakyat panen padi berasnya impor rakyat sembako murah suruh tanam petani karet kenaikan harga suruh tanam jengkol mmg tau kemauan rakyat ya rabbani semoga otakku sehat
netral,Janji Tak Ambil Gaji Prabowo-Sandi Persis Donald Trump  https://cnnindonesia.com/ekonomi/20190413232329-532-386131/janji-tak-ambil-gaji-prabowo-sandi-persis-donald-trump?utm_source=facebook&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmedÂ â€¦,0,1,0.0390625,janji ambil gaji prabowosandi persis donald trump
